Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Region,Municipio,Localidad
AFECTACIONES POR LLUVIAS,JULIO 19. 2010,HIDROMETEOROLOGICOS,5.559,80,1,10.873,74,12,16.91,-92.11,AFECTACIONES POR LLUVIAS (AFECTACION POR LLUVIAS CON VIENTOS.) EN OCOSINGO,SELVA LACANDONA,OCOSINGO,NUEVA PALESTINA
AFECTACIONES POR LLUVIAS,JULIO 19. 2010,HIDROMETEOROLOGICOS,5.559,80,1,10.873,74,12,16.91,-92.11,AFECTACIONES POR LLUVIAS (AFECTACION POR LLUVIAS CON VIENTOS.) EN OCOSINGO,SELVA LACANDONA,OCOSINGO,NUEVA PALESTINA
AFECTACIONES POR LLUVIAS,MAYO 13. 2010,HIDROMETEOROLOGICOS,4.579,80,1,208,72,11,15.37,-92.24,AFECTACIONES POR LLUVIAS (AFECTACIONES POR ARRASTRE DE MATERIAL.) EN MOTOZINTLA,SIERRA MARISCAL,MOTOZINTLA,MOTOZINTLA DE MENDOZA
AFECTACIONES POR LLUVIAS,JULIO 20. 2010,HIDROMETEOROLOGICOS,5.571,80,1,212,76,2,16.73,-93.17,AFECTACIONES POR LLUVIAS (ARROLLO OJO DE AGUA.) EN OCOZOCUAUTLA DE ESPINOZA,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,OCOZOCOAUTLA DE ESPINOSA
AFECTACIONES POR LLUVIAS,AGOSTO 1. 2010,HIDROMETEOROLOGICOS,5.763,80,1,3.17,45,11,15.68,-92.31,AFECTACIONES POR LLUVIAS (BORDO DE PROTECCION Y CAMINO) EN CHICOMUSELO,SIERRA MARISCAL,CHICOMUSELO,PIEDRA LABRADA
AFECTACIONES POR LLUVIAS,AGOSTO 1. 2010,HIDROMETEOROLOGICOS,5.763,80,1,3.17,45,11,15.68,-92.31,AFECTACIONES POR LLUVIAS (BORDO DE PROTECCION Y CAMINO) EN CHICOMUSELO,SIERRA MARISCAL,CHICOMUSELO,PIEDRA LABRADA
AFECTACIONES POR LLUVIAS,JULIO 16. 2010,HIDROMETEOROLOGICOS,5.504,80,1,216,80,13,17.51,-91.99,AFECTACIONES POR LLUVIAS (CABECERA MUNICIPAL 4 VIVIENDAS AFECTADAS POR ENCHARCAMIENTOS. ) EN PALENQUE,MAYA,PALENQUE,PALENQUE
AFECTACIONES POR LLUVIAS,JULIO 16. 2010,HIDROMETEOROLOGICOS,5.517,80,1,7.092,102,10,16.73,-93.17,AFECTACIONES POR LLUVIAS (CAMINOS CARRETEROS DE SUCHIATE) EN SUCHIATE,SOCONUSCO,SUCHIATE,SUCHIATE
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 21. 2010,HIDROMETEOROLOGICOS,6.588,80,1,227,93,5,16.74,-92.64,AFECTACIONES POR LLUVIAS (CASAS ENCHARCADAS COL. SAN RAMON Y ART. 115) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 3. 2010,HIDROMETEOROLOGICOS,6.333,80,1,240,104,10,14.88,-92.44,AFECTACIONES POR LLUVIAS (COMUNIDAD EL LEONCILLO) EN TAPACHULA,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 28. 2010,HIDROMETEOROLOGICOS,6.714,80,1,1.079,23,6,15.87,-92.73,AFECTACIONES POR LLUVIAS (COMUNIDAD NUEVA COLOMBIA INCOMUNICADA CON LA CABECERA MUNICIPAL POR DERRUMBES NO SE REPORTAN DANOS A VIVIENDAS NI A PERSONAS. ) EN ANGEL ALBINO CORZO,FRAILESCA,ANGEL ALBINO CORZO,NUEVA COLOMBIA
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 25. 2010,HIDROMETEOROLOGICOS,6.66,80,1,7.564,74,12,16.82,-91.85,AFECTACIONES POR LLUVIAS (DESBORDAMIENTO DE RIO JATATE) EN OCOSINGO,SELVA LACANDONA,OCOSINGO,SAN QUINTIN
AFECTACIONES POR LLUVIAS,JULIO 7. 2010,HIDROMETEOROLOGICOS,5.395,80,1,11.281,104,10,15.19,-92.29,AFECTACIONES POR LLUVIAS (DESBORDAMIENTO) EN TAPACHULA,SOCONUSCO,TAPACHULA,TOQUIAN CHIQUITO
AFECTACIONES POR LLUVIAS,JUNIO 27. 2010,HIDROMETEOROLOGICOS,5.263,80,1,227,93,5,16.72,-92.63,AFECTACIONES POR LLUVIAS (DESVORDAMIENTO DEL RIO EL FOGOTICO Y EL AMARILLO) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
AFECTACIONES POR LLUVIAS,JUNIO 27. 2010,HIDROMETEOROLOGICOS,5.263,80,1,227,93,5,16.72,-92.63,AFECTACIONES POR LLUVIAS (DESVORDAMIENTO DEL RIO EL FOGOTICO Y EL AMARILLO) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
AFECTACIONES POR LLUVIAS,JULIO 27. 2010,HIDROMETEOROLOGICOS,5.661,80,1,251,115,1,16.75,-93.12,AFECTACIONES POR LLUVIAS (EN DIFERENTES COLONIAS ) EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
DEPRESION TROPICAL,MAYO 29. 2010,HIDROMETEOROLOGICOS,4.822,4,1,240,104,10,16.73,-93.17,DEPRESION TROPICAL (DERRUMBES Y ENCHARCAMIENTOS) EN TAPACHULA,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
DESLIZAMIENTO,JULIO 11. 2010,GEOLOGICOS,5.437,22,3,227,93,5,16.71,-92.65,DESLIZAMIENTO (DE TIERRA EN LA COLONIA LA PRADERA Y EXPLANADA DEL CARMEN) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
DESLIZAMIENTO,AGOSTO 29. 2010,GEOLOGICOS,6.26,22,3,1.136,23,6,15.71,-92.58,DESLIZAMIENTO (EVACUACION PREVENTIVA POR DESLIZAMIENTO DE CERRO) EN ANGEL ALBINO CORZO,FRAILESCA,ANGEL ALBINO CORZO,NUEVA INDEPENDENCIA
DISTURBIO,JUNIO 14. 2010,SOCIOORGANIZATIVOS,5.054,48,4,7.092,102,10,14.68,-92.15,DISTURBIO (MANIFESTACION) EN SUCHIATE,SOCONUSCO,SUCHIATE,SUCHIATE
ENCHARCAMIENTO,JUNIO 28. 2010,HIDROMETEOROLOGICOS,5.27,69,1,227,93,5,16.71,-92.64,ENCHARCAMIENTO ( EN DIFERENTES COLONIAS.) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
ENCHARCAMIENTO,SEPTIEMBRE 21. 2010,HIDROMETEOROLOGICOS,6.591,69,1,227,93,5,16.73,-92.63,ENCHARCAMIENTO ( EN VARIAS COLONIAS Y BARRIOS DE SAN CRISTOBAL ) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
ENCHARCAMIENTO,AGOSTO 22. 2010,HIDROMETEOROLOGICOS,6.116,69,1,153,24,9,16.22,-93.9,ENCHARCAMIENTO (2 VIVIENDAS SIN DANOS MAYORES EN CAB. MAPL. ) EN ARRIAGA,ISTMO-COSTA,ARRIAGA,ARRIAGA
ENCHARCAMIENTO,AGOSTO 30. 2010,HIDROMETEOROLOGICOS,6.271,69,1,11.418,56,15,16.25,-92.01,ENCHARCAMIENTO (46 VIVIENDAS COM. SANTA RITA) EN LA INDEPENDENCIA,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,SANTA RITA EL VERGEL
ENCHARCAMIENTO,AGOSTO 17. 2010,HIDROMETEOROLOGICOS,6.024,69,1,157,27,1,16.8,-93.27,ENCHARCAMIENTO (BARRIO SAN MIGUEL 8 VIVIENDAS ) EN BERRIOZABAL,METROPOLITANA,BERRIOZABAL,BERRIOZABAL
ENCHARCAMIENTO,JULIO 3. 2010,HIDROMETEOROLOGICOS,5.343,69,1,215,79,5,16.74,-92.47,ENCHARCAMIENTO (COMUNIDAD SAN CRISTOBALITO) EN OXCHUC,ALTOS TSOTSIL-TSELTAL,OXCHUC,OXCHUC
ENCHARCAMIENTO,JUNIO 22. 2010,HIDROMETEOROLOGICOS,5.174,69,1,240,104,10,16.73,-93.17,ENCHARCAMIENTO (DERIVADO DE LA DEPRESION TROPICAL 5-E) EN TAPACHULA,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
ENCHARCAMIENTO,JULIO 19. 2010,HIDROMETEOROLOGICOS,5.547,69,1,227,93,5,16.76,-92.65,ENCHARCAMIENTO (DIFERENTES COLONIAS ) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
ENCHARCAMIENTO,JULIO 19. 2010,HIDROMETEOROLOGICOS,5.547,69,1,227,93,5,16.76,-92.65,ENCHARCAMIENTO (DIFERENTES COLONIAS ) EN SAN CRISTOBAL,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
ENCHARCAMIENTO,JULIO 20. 2010,HIDROMETEOROLOGICOS,5.574,69,1,215,79,5,16.79,-92.34,ENCHARCAMIENTO (EN 17 DOMICILIOS EN EL BARRIO SAN CRISTOBALITO DE OXCHUC) EN OXCHUC,ALTOS TSOTSIL-TSELTAL,OXCHUC,OXCHUC
ENCHARCAMIENTO,JULIO 20. 2010,HIDROMETEOROLOGICOS,5.574,69,1,215,79,5,16.79,-92.34,ENCHARCAMIENTO (EN 17 DOMICILIOS EN EL BARRIO SAN CRISTOBALITO DE OXCHUC) EN OXCHUC,ALTOS TSOTSIL-TSELTAL,OXCHUC,OXCHUC
ENCHARCAMIENTO,AGOSTO 23. 2010,HIDROMETEOROLOGICOS,6.141,69,1,216,80,13,17.51,-91.98,ENCHARCAMIENTO (EN COLONIA CENTRO CALLE NUEVO MEXICO Y VELASCO ZUARES AFECTACIONES A 4 VIVIENDAS) EN PALENQUE,MAYA,PALENQUE,PALENQUE
ENCHARCAMIENTO,MARZO 30. 2010,HIDROMETEOROLOGICOS,3.883,69,1,210,74,12,16.89,-92.08,ENCHARCAMIENTO (EN LA COL. PINOS TRES Y EN LA SALIDA HACIA A PALENQUE) EN OCOSINGO,SELVA LACANDONA,OCOSINGO,OCOSINGO
ENCHARCAMIENTO,AGOSTO 11. 2010,HIDROMETEOROLOGICOS,5.935,69,1,824,125,5,16.74,-92.78,ENCHARCAMIENTO (EN LAS INMEDIACIONES DE LA LAGUNA DE NAVENCHAUT) EN ZINACANTAN,ALTOS TSOTSIL-TSELTAL,ZINACANTAN,NAVENCHAUC
ENCHARCAMIENTO,AGOSTO 11. 2010,HIDROMETEOROLOGICOS,5.935,69,1,824,125,5,16.74,-92.78,ENCHARCAMIENTO (EN LAS INMEDIACIONES DE LA LAGUNA DE NAVENCHAUT) EN ZINACANTAN,ALTOS TSOTSIL-TSELTAL,ZINACANTAN,NAVENCHAUC
ENCHARCAMIENTO,JULIO 22. 2010,HIDROMETEOROLOGICOS,5.592,69,1,174,34,15,16.23,-92.14,ENCHARCAMIENTO (EN PATIOS EN 3 VIVIENDAS POR TAPONAMIENTO DE LAS COLADERAS.) EN COMITAN DE DOMINGUEZ,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
ENCHARCAMIENTO,JUNIO 16. 2010,HIDROMETEOROLOGICOS,5.096,69,1,3.439,18,10,15.15,-92.72,ENCHARCAMIENTO (ENCHARCAMIENTOS EN PATIOS. CALLES Y VIVIENDAS) EN ACAPETAHUA,SOCONUSCO,ACAPETAHUA,LAS MURALLAS
ENCHARCAMIENTO,JULIO 12. 2010,HIDROMETEOROLOGICOS,5.447,69,1,208,72,11,15.37,-92.25,ENCHARCAMIENTO (ESCURRIMIENTOS DE ARROYO MORELOS AFECTA 3 NEGOCIOS Y 2 VIVIENDAS ) EN MOTOZINTLA,SIERRA MARISCAL,MOTOZINTLA,MOTOZINTLA DE MENDOZA
ENCHARCAMIENTO,SEPTIEMBRE 7. 2010,HIDROMETEOROLOGICOS,6.419,69,1,240,104,10,14.9,-92.25,ENCHARCAMIENTO (REUNION CON AFECTADOS POR DESBORDAMIENTO DEL RIO TUXCUYUAPAN) EN TAPACHULA,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
INUNDACION FLUVIAL,OCTUBRE 16. 2011,HIDROMETEOROLOGICOS,13.867,67,1,223,89,8,17.87,-93.15,EVENTO DE TIPO HIDROMETEOROLOGICOS (INUNDACION DE UNA VIVIENDA POR NIVEL DEL AGUA DE UNA LAGUNA) EN REFORMA,NORTE,REFORMA,REFORMA
INUNDACION FLUVIAL,OCTUBRE 15. 2011,HIDROMETEOROLOGICOS,13.862,67,1,219,83,8,17.51,-93.12,EVENTO DE TIPO HIDROMETEOROLOGICOS (MONITOREO DE LOS RIOS EN PICHUCALCO.) EN PICHUCALCO,NORTE,PICHUCALCO,PICHUCALCO
SIN CLASIFICACION,OCTUBRE 8. 2011,HIDROMETEOROLOGICOS,13.746,126,1,166,42,1,16.72,-93.01,EVENTO DE TIPO HIDROMETEOROLOGICOS (SUVE NIVEL DEL RIO GRIJALVA EN CAHUARE Y EMBARCADERO MALECON ) EN CHIAPA DE CORZO,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
SIN CLASIFICACION,OCTUBRE 17. 2011,HIDROMETEOROLOGICOS,13.979,126,1,192,63,8,17.79,-93.1,EVENTO DE TIPO HIDROMETEOROLOGICOS (TEMPORADA DE FRENTES FRIOS ) EN JUAREZ,NORTE,JUAREZ,JUAREZ
INUNDACION FLUVIAL,OCTUBRE 8. 2011,HIDROMETEOROLOGICOS,13.751,67,1,489,31,13,17.73,-92.01,EVENTO DE TIPO HIDROMETEOROLOGICOS (VERIFICACIONES DE AFECTACIONES EN CATAZAJA ) EN CATAZAJA,MAYA,CATAZAJA,CUYO (ALVARO OBREGON)
ONDA TROPICAL,OCTUBRE 2. 2011,HIDROMETEOROLOGICOS,13.683,3,1,251,115,1,16.76,-93.12,EVENTO DE TIPO HIDROMETEOROLOGICOS EN TUXTLA GUTIARREZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
FRENTE FRIO,FEBRERO 28. 2011,HIDROMETEOROLOGICOS,8.967,61,1,434,99,8,16.73,-93.17,FRENTE FRIO (AFECTACCIONES EN EL EJIDO MONTE ORET Y BENEFICIO) EN SOLOSUCHIAPA,NORTE,SOLOSUCHIAPA,EL BENEFICIO
INUNDACION PLUVIAL,SEPTIEMBRE 4. 2011,HIDROMETEOROLOGICOS,12.989,68,1,5.049,120,4,16.27,-92.38,INUNDACION PLUVIAL (ENCHARCAMIENTO DE CALLES Y AVENIDAS EN LA COLONIA OBRERA DE PUJILTIC) EN VENUSTIANO CARRANZA,DE LOS LLANOS,VENUSTIANO CARRANZA,SAN FRANCISCO PUJILTIC
ONDA TROPICAL,JULIO 6. 2011,HIDROMETEOROLOGICOS,11.699,3,1,251,115,1,16.81,-93.22,ONDA TROPICAL (LLUVIAS EN TGZ. POR LA ONDA TROPICALN.6 ) EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
PRECIPITACION,ABRIL 7. 2011,HIDROMETEOROLOGICOS,9.607,1,1,240,104,10,14.91,-92.27,PRECIPITACION (RECORRIDO DE VERIFICACION EN RIOS POR PRESENCIA DE LLUVIA FUERTE) EN TAPACHULA,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
VERIFICACIONES,AGOSTO 30. 2011,ACCIONES DE PREVENCION,12.866,52,8,11.143,18,10,15.22,-92.8,VERIFICACIONES ( POR ENCHARCAMIENTOS QUE OCASIONARON LAS LLUVIAS EN RANCHOS Y VIVIENDAS EN EL EJIDO LAS GARZAS Y ENBARCADERO LAS GARZAS DEL MUNICIPIO DE ACAPETAHUA.) EN ACAPETAHUA,SOCONUSCO,ACAPETAHUA,LAS GARZAS
VERIFICACIONES,JUNIO 10. 2011,ACCIONES DE PREVENCION,11.144,52,8,6.171,104,10,14.78,-92.31,VERIFICACIONES (EN TRES COMUNIDADES DE LA ZONA BAJA POR PROBLEMAS DE AZOLVAMIENTO DE CUNETAS Y PUENTES) EN TAPACHULA,SOCONUSCO,TAPACHULA,CONGREGACION REFORMA
PRECIPITACION,SEPTIEMBRE 16. 2012,HIDROMETEOROLOGICOS,20.069,1,1,20.023,19,12,16.74,-92.04,AFECTACCIONES POR LLUVIAS,SELVA LACANDONA,ALTAMIRANO,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 25. 2012,ACCIONES DE PREVENCION,19.539,52,8,1.974,83,8,17.51,-93.11,AFECTACION POR LLUVIAS,NORTE,PICHUCALCO,MARIANO MATAMOROS 1RA. SECCION A
PRECIPITACION,MAYO 20. 2012,HIDROMETEOROLOGICOS,17.581,1,1,20.074,70,10,14.84,-92.2,VIVIENDAS ENCHARCADAS,SOCONUSCO,METAPA,CABECERA MUNICIPAL
TORMENTA TROPICAL,AGOSTO 8. 2012,HIDROMETEOROLOGICOS,19.193,5,1,20.093,89,8,17.86,-93.15,VIVIENDAS ENCHARCADAS DESBORDAMIENTO DE LAGUNA.,NORTE,REFORMA,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 2. 2012,HIDROMETEOROLOGICOS,17.899,1,1,20.124,120,4,16.34,-92.57,VIVIENDAS ENCHARCADAS EN LA COLONIA OBRERA DEL MUNICIPIO DE VENUSTIANO CARRANZA,DE LOS LLANOS,VENUSTIANO CARRANZA,CABECERA MUNICIPAL
PRECIPITACION,ENERO 15. 2013,HIDROMETEOROLOGICOS,23.413,1,1,20.087,83,8,17.51,-93.1,ENCHARCAMIENTO DE 7 VIVIENDA,NORTE,PICHUCALCO,CABECERA MUNICIPAL
VERIFICACIONES,FEBRERO 20. 2013,ACCIONES DE PREVENCION,24.451,52,8,6.374,42,1,16.6,-92.99,VERIFICACION DE UN DREN FUVIAL EN LA RIVERA LAS FLECHAS,METROPOLITANA,CHIAPA DE CORZO,CABEZA DE AGUA (SAN ANTONIO)
VERIFICACIONES,FEBRERO 20. 2013,ACCIONES DE PREVENCION,24.473,52,8,2.46,63,8,17.61,-93.18,IDENTIFICACION DE RIESGOS CON COMITES DE PREVENCION Y PARTICIPACION CIUDADANA,NORTE,JUAREZ,SANTA CRUZ TEPATE ABAJO
VERIFICACIONES,MARZO 20. 2013,ACCIONES DE PREVENCION,25.841,52,8,216,80,13,17.5,-91.97,VERIFICACION,MAYA,PALENQUE,PALENQUE
ENCHARCAMIENTO,ABRIL 18. 2013,HIDROMETEOROLOGICOS,27.404,69,1,20.038,34,15,16.24,-92.12,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
VERIFICACIONES,ABRIL 19. 2013,ACCIONES DE PREVENCION,27.429,52,8,450,83,8,17.54,-93.11,IDENTIFICACION DE RIESGO POR CONSTRUCCION DE DRENES SOBRE EL RIO PICHUCALCO,NORTE,PICHUCALCO,MARIANO MATAMOROS SEGUNDA SECCION
PRECIPITACION,ABRIL 19. 2013,HIDROMETEOROLOGICOS,27.448,1,1,20.038,34,15,16.24,-92.15,VIVIENDA ENCHARCADA.,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,ABRIL 25. 2013,HIDROMETEOROLOGICOS,27.815,1,1,9.272,104,10,14.78,-92.41,VERIFICACION ENCHARCAMIENTO COMUNIDAD LA CIGUENA,SOCONUSCO,TAPACHULA,LA CIGUENA
PRECIPITACION,MAYO 12. 2013,HIDROMETEOROLOGICOS,28.637,1,1,20.093,89,8,17.86,-93.14,INUNDACION DE LA UMPC,NORTE,REFORMA,CABECERA MUNICIPAL
PRECIPITACION,MAYO 20. 2013,HIDROMETEOROLOGICOS,28.988,1,1,20.078,74,12,16.9,-92.09,AFECTACIONES POR ENCHARCAMIENTOS,SELVA LACANDONA,OCOSINGO,CABECERA MUNICIPAL
PRECIPITACION,MAYO 21. 2013,HIDROMETEOROLOGICOS,29.061,1,1,208,72,11,15.37,-92.24,VIVIENDAS ENCHARCADAS,SIERRA MARISCAL,MOTOZINTLA,MOTOZINTLA DE MENDOZA
PRECIPITACION,MAYO 21. 2013,HIDROMETEOROLOGICOS,29.066,1,1,20.084,80,13,17.51,-91.99,AFECTACIONES DE CAIDA DE ARBOLES Y CABLES DE ALTA TENCION,MAYA,PALENQUE,CABECERA MUNICIPAL
PRECIPITACION,MAYO 23. 2013,HIDROMETEOROLOGICOS,29.136,1,1,20.119,115,1,16.75,-93.12,LLUVIAS EN LA CABECERA MUNICIPAL,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,MAYO 23. 2013,HIDROMETEOROLOGICOS,29.166,1,1,251,115,1,16.76,-93.07,AFECTACION DE VIVIENDAS POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
PRECIPITACION,MAYO 23. 2013,HIDROMETEOROLOGICOS,29.168,1,1,251,115,1,16.76,-93.08,AFECTACION DE VIVIENDAS POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
PRECIPITACION,MAYO 24. 2013,HIDROMETEOROLOGICOS,29.174,1,1,20.067,63,8,17.61,-93.19,AFECTACIONES POR LLUVIA,NORTE,JUAREZ,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,MAYO 26. 2013,ACCIONES DE PREVENCION,29.233,145,8,20.025,21,11,15.43,-92.11,SECION DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013,SIERRA MARISCAL,AMATENANGO DE LA FRONTERA,CABECERA MUNICIPAL
PRECIPITACION,MAYO 26. 2013,HIDROMETEOROLOGICOS,29.234,1,1,228,94,3,16.87,-93.2,ENCHARCAMIENTO EN VIVIENDA,MEZCALAPA,SAN FERNANDO,SAN FERNANDO
REUNIONES,MAYO 26. 2013,ACCIONES DE PREVENCION,29.236,64,8,20.087,83,8,17.51,-93.11,SESION DEL CONSEJO REGIONAL DE PC. TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013,NORTE,PICHUCALCO,CABECERA MUNICIPAL
REUNIONES,MAYO 26. 2013,ACCIONES DE PREVENCION,29.254,64,8,20.115,111,9,16.09,-93.77,CONSEJO REGIONAL EXTRAORDINARIO DE PROTECCION CIVIL ISTMO-COSTA,ISTMO-COSTA,TONALA,CABECERA MUNICIPAL
INUNDACION PLUVIAL,MAYO 26. 2013,HIDROMETEOROLOGICOS,29.262,68,1,20.093,89,8,17.86,-93.14,SE INUNDA UMPC,NORTE,REFORMA,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,MAYO 27. 2013,ACCIONES DE PREVENCION,29.276,145,8,20.07,66,9,15.44,-92.89,CESION DEL CONSEJO DE PROTECCION CIVIL POR LA TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013,ISTMO-COSTA,MAPASTEPEC,CABECERA MUNICIPAL
TORMENTA TROPICAL,MAYO 20. 2013,HIDROMETEOROLOGICOS,29.278,5,1,20.089,85,11,15.46,-92.28,ENCHARCAMIENTO DE VIVIENDA,SIERRA MARISCAL,EL PORVENIR,CABECERA MUNICIPAL
PRECIPITACION,MAYO 27. 2013,HIDROMETEOROLOGICOS,29.286,1,1,4.253,56,15,16.25,-92.02,MONITOREO A COMUNIDADES VULNERABLES DE ENCHARCAMIENTOS POR LLUVIAS,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,VENUSTIANO CARRANZA
BAJA PRESION,MAYO 27. 2013,HIDROMETEOROLOGICOS,29.298,2,1,20.097,93,5,16.75,-92.64,REPORTE DE LLUVIAS Y FUERTES VIENTOS,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
REUNIONES,MAYO 27. 2013,ACCIONES DE PREVENCION,29.303,64,8,2.832,24,9,16.1,-93.92,ACCIONES REALIZADAS POR DEPRESION 2 E,ISTMO-COSTA,ARRIAGA,LA GLORIA
DEPRESION TROPICAL,MAYO 28. 2013,HIDROMETEOROLOGICOS,29.334,4,1,153,24,9,16.23,-93.9,VERIFICACION DE UN DOMICILIO QUE SE ESTA INUNDANDO,ISTMO-COSTA,ARRIAGA,ARRIAGA
REUNIONES,MAYO 28. 2013,ACCIONES DE PREVENCION,29.343,64,8,20.087,83,8,17.51,-93.12,SESION EXTRAORDINARIA CONSEJO REGIONAL HURACAN BARBARA,NORTE,PICHUCALCO,CABECERA MUNICIPAL
TORMENTA TROPICAL,MAYO 28. 2013,HIDROMETEOROLOGICOS,29.346,5,1,147,18,10,15.25,-92.74,AFECTACIONES POR DESBORDAMIENTO DE RIO,SOCONUSCO,ACAPETAHUA,ACAPETAHUA
HURACAN CATEGORIA I,MAYO 28. 2013,HIDROMETEOROLOGICOS,29.348,7,1,20.036,32,2,16.67,-93.74,MONITOREO DEL URACAN BARBARA FACE 1,VALLES ZOQUE,CINTALAPA,CABECERA MUNICIPAL
TORMENTA TROPICAL,MAYO 28. 2013,HIDROMETEOROLOGICOS,29.349,5,1,20.097,93,5,16.75,-92.61,VERIFICACION DE RIOS. EN CORDINACION CON PERSONAL DE LA 31 ZONA MILITAR,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
HURACAN CATEGORIA I,MAYO 29. 2013,HIDROMETEOROLOGICOS,29.352,7,1,20.028,24,9,16.24,-93.9,INFORME AFECTACIONES,ISTMO-COSTA,ARRIAGA,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,MAYO 28. 2013,ACCIONES DE PREVENCION,29.354,145,8,20.076,72,11,15.36,-92.25,SESION PERMANENTE DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR HURACAN BARBARA CATEGORIA I.,SIERRA MARISCAL,MOTOZINTLA,CABECERA MUNICIPAL
HURACAN CATEGORIA I,MAYO 28. 2013,HIDROMETEOROLOGICOS,29.358,7,1,20.07,66,9,15.44,-92.9,DANOS POR PASO DEL HURACAN BARBARA,ISTMO-COSTA,MAPASTEPEC,CABECERA MUNICIPAL
HURACAN CATEGORIA I,MAYO 29. 2013,HIDROMETEOROLOGICOS,29.366,7,1,20.126,122,6,16.24,-93.25,VIVIENDAS ENCHARCADAS POR EL RIO LOS AMATES,FRAILESCA,VILLAFLORES,CABECERA MUNICIPAL
HURACAN,MAYO 29. 2013,HIDROMETEOROLOGICOS,29.397,6,1,4.56,24,9,16.1,-93.94,AFECTACIONES EJIDO PUNTA FLOR,ISTMO-COSTA,ARRIAGA,PUNTA FLOR
